device_id,manufacturer,model,ml_risk_level,priority_score,vulnerability_count,max_cvss_score,remediation_time_hours,skill_level_required,downtime_minutes,has_ai_recommendations,nist_controls,cis_controls,manufacturer_support
CCTV-00645,Hanwha,PNM-9084RQZ,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00646,Axis,F34,Critical,94.4,3,9.8,1.08,Advanced,35,False,"PR.PT-1, PR.AC-1, PR.AC-7, DE.CM-4, PR.DS-6","CSC 5.2, CSC 4.1, CSC 14.6, CSC 18.5, CSC 16.7",https://www.axis.com/support/cybersecurity
CCTV-00647,Vivotek,FD9389-EHTV,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-00648,Dahua,NVR5208-8P,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00649,Hanwha,XNP-6320H,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00650,Hanwha,QND-7082R,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-00651,CP Plus,CP-DGC-D13L2,Critical,84.4,2,9.8,0.5,Intermediate,15,False,"PR.AC-7, PR.AC-1, PR.PT-1, PR.AC-3","CSC 4.1, CSC 18.5, CSC 14.6, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00652,Hikvision,DS-2CD1623G,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00653,CP Plus,CP-EAC-T24PL2,Critical,84.4,3,9.8,1.1600000000000001,Advanced,35,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, PR.MA-1","CSC 4.1, CSC 7.1, CSC 3.10, CSC 18.3, CSC 14.8",https://www.cpplus.com.sg/support/
CCTV-00654,Uniview,IPC2328SBR3-DPZ,Critical,89.4,3,9.8,0.99,Advanced,25,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 16.7, CSC 3.10, CSC 18.9, CSC 14.8",https://www.uniview.com/Support/
CCTV-00655,Hikvision,DS-7608NI-I2,Critical,89.4,3,9.8,0.99,Advanced,25,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 16.7, CSC 3.10, CSC 18.9, CSC 14.8",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00656,Uniview,NVR304-32E-B,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.uniview.com/Support/
CCTV-00657,Axis,M3045-V,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.axis.com/support/cybersecurity
CCTV-00658,Axis,M2026-LE,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.axis.com/support/cybersecurity
CCTV-00659,CP Plus,CP-PLUS-16CH-DVR,Critical,94.4,3,9.8,1.41,Advanced,50,False,"PR.AC-1, PR.AC-7, DE.CM-4, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.9, CSC 7.1, CSC 18.3, CSC 16.7",https://www.cpplus.com.sg/support/
CCTV-00660,Axis,P1455-LE,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.axis.com/support/cybersecurity
CCTV-00661,Dahua,IPC-HDBW2831R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.dahuasecurity.com/support/cybersecurity
CCTV-00662,CP Plus,CP-VCG-SD10L2,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00663,Hikvision,DS-2CD1023G,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00664,Vivotek,ND9541P,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-00665,Dahua,NVR4104HS,Critical,94.4,4,9.8,1.7400000000000002,Advanced,55,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 18.9, CSC 7.1, CSC 16.7, CSC 3.10",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00666,Uniview,IPC532E-DL-IN,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.uniview.com/Support/
CCTV-00667,Uniview,IPC672LR-AX4DUPK,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.uniview.com/Support/
CCTV-00668,Dahua,NVR5208-8P,Critical,89.4,2,9.8,0.6599999999999999,Advanced,20,False,"PR.AC-7, PR.AC-1, PR.DS-6, DE.CM-4","CSC 4.1, CSC 18.9, CSC 16.7, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00669,Hikvision,DS-2CD1023G,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00670,Dahua,IPC-HFW1230S,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00671,Hanwha,XND-6085V,Critical,81.4,3,8.8,1.33,Advanced,40,False,"PR.PT-1, PR.DS-1, PR.DS-2, DE.CM-4, PR.DS-6","CSC 14.6, CSC 18.5, CSC 16.7, CSC 3.10, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-00672,CP Plus,CP-E24A,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00673,Dahua,IPC-HFW5831E,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00674,Axis,P3265-LVE,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.axis.com/support/cybersecurity
CCTV-00675,Axis,M3116-LVE,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.axis.com/support/cybersecurity
CCTV-00676,Hikvision,DS-7616NI-Q2,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hikvision.com/en/support/cybersecurity/
CCTV-00677,Hanwha,XRN-2011,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00678,Vivotek,ND9541P,Critical,72.3,1,9.1,0.75,Advanced,30,False,"PR.MA-1, PR.IP-1","CSC 18.3, CSC 7.1",https://www.vivotek.com/support/
CCTV-00679,Uniview,IPC322LR3-VSPF40,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.uniview.com/Support/
CCTV-00680,Axis,M2026-LE,Critical,76.4,1,8.8,0.58,Advanced,20,False,"DE.CM-4, PR.DS-6","CSC 16.7, CSC 18.9",https://www.axis.com/support/cybersecurity
CCTV-00681,Uniview,IPC672LR-AX4DUPK,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-00682,Vivotek,IP8160-W,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-00683,CP Plus,CP-UNC-DA41L3,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00684,CP Plus,CP-UNC-TA21L3,Critical,84.4,3,9.8,0.8300000000000001,Intermediate,20,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 14.6, CSC 18.5, CSC 3.10, CSC 14.8",https://www.cpplus.com.sg/support/
CCTV-00685,Dahua,DHI-NVR4216-16P,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00686,Axis,P3265-LVE,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.axis.com/support/cybersecurity
CCTV-00687,Axis,M3045-V,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.axis.com/support/cybersecurity
CCTV-00688,Hanwha,PNM-9084RQZ,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hanwhavision.com/support/
CCTV-00689,Dahua,IPC-HFW1230S,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.dahuasecurity.com/support/cybersecurity
CCTV-00690,Hikvision,DS-2CD2T85G1,Critical,94.4,4,9.8,1.7400000000000002,Advanced,55,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 18.9, CSC 7.1, CSC 16.7, CSC 3.10",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00691,Dahua,IPC-HFW2431T,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00692,Dahua,DHI-NVR4216-16P,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00693,Hikvision,DS-2CD2T85G1,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00694,Dahua,IPC-HDW1431S,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00695,Hikvision,DS-2CD2385G1,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hikvision.com/en/support/cybersecurity/
CCTV-00696,Vivotek,CC8370-HV,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-00697,Uniview,IPC2124SR3-PF40,Critical,72.3,1,9.1,0.75,Advanced,30,False,"PR.MA-1, PR.IP-1","CSC 18.3, CSC 7.1",https://www.uniview.com/Support/
CCTV-00698,CP Plus,CP-UVR-0401E1,Critical,94.4,3,9.8,1.08,Advanced,35,False,"PR.PT-1, PR.AC-1, PR.AC-7, DE.CM-4, PR.DS-6","CSC 5.2, CSC 4.1, CSC 14.6, CSC 18.5, CSC 16.7",https://www.cpplus.com.sg/support/
CCTV-00700,Hanwha,QNO-8080R,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hanwhavision.com/support/
CCTV-00701,Axis,Q1615-E,Critical,99.4,4,9.8,1.83,Advanced,65,False,"PR.PT-1, PR.AC-1, PR.AC-7, DE.CM-4, PR.MA-1","CSC 4.1, CSC 18.9, CSC 14.6, CSC 7.1, CSC 18.5",https://www.axis.com/support/cybersecurity
CCTV-00702,Vivotek,SD9364-EHL,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-00703,Dahua,NVR5208-8P,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00704,Axis,P1455-LE,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.axis.com/support/cybersecurity
CCTV-00705,Uniview,IPC6252SR-X5UG,Critical,84.4,2,9.8,0.5,Intermediate,15,False,"PR.AC-7, PR.AC-1, PR.PT-1, PR.AC-3","CSC 4.1, CSC 18.5, CSC 14.6, CSC 5.2",https://www.uniview.com/Support/
CCTV-00706,Hikvision,DS-2CD2085FWD,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00707,Vivotek,IB9389-EHT,Critical,76.4,2,8.8,0.9099999999999999,Advanced,25,False,"PR.DS-6, PR.DS-1, DE.CM-4, PR.DS-2","CSC 3.10, CSC 14.8, CSC 16.7, CSC 18.9",https://www.vivotek.com/support/
CCTV-00708,Vivotek,SD9364-EHL,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-00709,Axis,P3245-LVE,Critical,76.4,2,8.8,0.9099999999999999,Advanced,25,False,"PR.DS-6, PR.DS-1, DE.CM-4, PR.DS-2","CSC 3.10, CSC 14.8, CSC 16.7, CSC 18.9",https://www.axis.com/support/cybersecurity
CCTV-00710,Hikvision,DS-2CD2043G,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00711,Dahua,IPC-HFW1230S,Critical,89.4,2,9.8,0.6599999999999999,Advanced,20,False,"PR.AC-7, PR.AC-1, PR.DS-6, DE.CM-4","CSC 4.1, CSC 18.9, CSC 16.7, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00712,CP Plus,CP-UNC-TA21L3,Critical,89.4,2,9.8,0.6599999999999999,Advanced,20,False,"PR.AC-7, PR.AC-1, PR.DS-6, DE.CM-4","CSC 4.1, CSC 18.9, CSC 16.7, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00713,Axis,M3045-V,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.axis.com/support/cybersecurity
CCTV-00715,Vivotek,FE8182,Critical,84.4,3,9.8,1.1600000000000001,Advanced,35,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, PR.MA-1","CSC 4.1, CSC 7.1, CSC 3.10, CSC 18.3, CSC 14.8",https://www.vivotek.com/support/
CCTV-00716,Hanwha,QND-7082R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00717,Axis,P1455-LE,Critical,89.4,3,9.8,0.99,Advanced,25,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 16.7, CSC 3.10, CSC 18.9, CSC 14.8",https://www.axis.com/support/cybersecurity
CCTV-00718,Axis,F34,Critical,84.4,2,9.8,0.5,Intermediate,15,False,"PR.AC-7, PR.AC-1, PR.PT-1, PR.AC-3","CSC 4.1, CSC 18.5, CSC 14.6, CSC 5.2",https://www.axis.com/support/cybersecurity
CCTV-00719,CP Plus,CP-E24A,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00720,Dahua,NVR4104HS,Critical,89.4,2,9.8,0.6599999999999999,Advanced,20,False,"PR.AC-7, PR.AC-1, PR.DS-6, DE.CM-4","CSC 4.1, CSC 18.9, CSC 16.7, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00721,Uniview,IPC2124SR3-PF40,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.uniview.com/Support/
CCTV-00722,Vivotek,CC8370-HV,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-00723,Vivotek,IP8160-W,Critical,84.4,3,9.8,1.1600000000000001,Advanced,35,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, PR.MA-1","CSC 4.1, CSC 7.1, CSC 3.10, CSC 18.3, CSC 14.8",https://www.vivotek.com/support/
CCTV-00724,Hikvision,DS-2CD2385G1,Critical,94.4,3,9.8,1.08,Advanced,35,False,"PR.PT-1, PR.AC-1, PR.AC-7, DE.CM-4, PR.DS-6","CSC 5.2, CSC 4.1, CSC 14.6, CSC 18.5, CSC 16.7",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00725,Vivotek,ND9541P,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-00727,Hikvision,DS-2CD2043G,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hikvision.com/en/support/cybersecurity/
CCTV-00728,Hanwha,QNV-7080R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00729,Hanwha,QND-7082R,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-00730,CP Plus,CP-VAC-D20L2,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00731,Dahua,IPC-HFW2431T,Critical,72.3,2,9.1,1.08,Advanced,35,False,"PR.DS-1, PR.MA-1, PR.IP-1, PR.DS-2","CSC 3.10, CSC 18.3, CSC 14.8, CSC 7.1",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00732,Hikvision,DS-2CD2385G1,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00733,Dahua,NVR5208-8P,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00734,Vivotek,ND9541P,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-00735,CP Plus,CP-USC-TA13L2,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00736,Vivotek,IB8382-T,Critical,72.3,1,9.1,0.75,Advanced,30,False,"PR.MA-1, PR.IP-1","CSC 18.3, CSC 7.1",https://www.vivotek.com/support/
CCTV-00737,Hikvision,DS-2CD2043G,Critical,84.4,2,9.8,0.5,Intermediate,15,False,"PR.AC-7, PR.AC-1, PR.PT-1, PR.AC-3","CSC 4.1, CSC 18.5, CSC 14.6, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00738,Axis,F34,Critical,76.4,1,8.8,0.58,Advanced,20,False,"DE.CM-4, PR.DS-6","CSC 16.7, CSC 18.9",https://www.axis.com/support/cybersecurity
CCTV-00739,Hanwha,QNO-8080R,Critical,72.3,2,9.1,1.08,Advanced,35,False,"PR.DS-1, PR.MA-1, PR.IP-1, PR.DS-2","CSC 3.10, CSC 18.3, CSC 14.8, CSC 7.1",https://www.hanwhavision.com/support/
CCTV-00740,Vivotek,ND9541P,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.vivotek.com/support/
CCTV-00741,Hikvision,DS-7608NI-I2,Critical,79.4,2,9.8,0.41000000000000003,Intermediate,5,False,"PR.AC-7, PR.AC-1, PR.DS-1, PR.DS-2","CSC 4.1, CSC 3.10, CSC 14.8, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00742,CP Plus,CP-UNC-DA41L3,Critical,72.3,2,9.1,1.08,Advanced,35,False,"PR.DS-1, PR.MA-1, PR.IP-1, PR.DS-2","CSC 3.10, CSC 18.3, CSC 14.8, CSC 7.1",https://www.cpplus.com.sg/support/
CCTV-00743,Vivotek,IZ9361-EH,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-00744,CP Plus,CP-VCG-SD10L2,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00746,Hikvision,DS-7616NI-Q2,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hikvision.com/en/support/cybersecurity/
CCTV-00747,Uniview,IPC2124SR3-PF40,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-00748,Hanwha,PNM-9084RQZ,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00749,Hanwha,QND-7082R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00750,CP Plus,CP-DGC-D13L2,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.cpplus.com.sg/support/
CCTV-00751,Dahua,DHI-XVR1B04,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.dahuasecurity.com/support/cybersecurity
CCTV-00752,Vivotek,CC8370-HV,Critical,94.4,3,9.8,1.08,Advanced,35,False,"PR.PT-1, PR.AC-1, PR.AC-7, DE.CM-4, PR.DS-6","CSC 5.2, CSC 4.1, CSC 14.6, CSC 18.5, CSC 16.7",https://www.vivotek.com/support/
CCTV-00753,Uniview,IPC2124SR3-PF40,Critical,82.3,2,9.1,1.33,Advanced,50,False,"DE.CM-4, PR.DS-6, PR.MA-1, PR.IP-1","CSC 18.9, CSC 18.3, CSC 16.7, CSC 7.1",https://www.uniview.com/Support/
CCTV-00754,Axis,Q1615-E,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.axis.com/support/cybersecurity
CCTV-00756,Uniview,IPC2124SR3-PF40,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-00757,Hanwha,XNV-8082R,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hanwhavision.com/support/
CCTV-00758,Hanwha,XNV-8082R,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.hanwhavision.com/support/
CCTV-00759,Dahua,IPC-HDW1431S,Critical,89.4,3,9.8,0.99,Advanced,25,False,"PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7, DE.CM-4","CSC 4.1, CSC 16.7, CSC 3.10, CSC 18.9, CSC 14.8",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00760,Hanwha,XNP-6320H,Critical,84.4,2,9.8,0.83,Advanced,30,False,"PR.AC-7, PR.AC-1, PR.MA-1, PR.IP-1","CSC 4.1, CSC 18.3, CSC 7.1, CSC 5.2",https://www.hanwhavision.com/support/
CCTV-00761,Hanwha,QNV-7080R,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.hanwhavision.com/support/
CCTV-00762,Vivotek,CC8370-HV,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.vivotek.com/support/
CCTV-00763,Vivotek,FD9389-EHTV,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.vivotek.com/support/
CCTV-00764,Vivotek,IB9389-EHT,Critical,59.5,1,6.5,0.33,Intermediate,5,False,"PR.DS-1, PR.DS-2","CSC 3.10, CSC 14.8",https://www.vivotek.com/support/
CCTV-00765,Dahua,IPC-HDW1431S,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00766,CP Plus,CP-PLUS-16CH-DVR,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.cpplus.com.sg/support/
CCTV-00767,Uniview,NVR304-32E-B,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-00768,Hanwha,QNO-8080R,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.hanwhavision.com/support/
CCTV-00769,Uniview,IPC6252SR-X5UG,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.uniview.com/Support/
CCTV-00770,Axis,P3245-LVE,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.axis.com/support/cybersecurity
CCTV-00771,Dahua,IPC-HDW1431S,Critical,89.4,2,9.8,0.6599999999999999,Advanced,20,False,"PR.AC-7, PR.AC-1, PR.DS-6, DE.CM-4","CSC 4.1, CSC 18.9, CSC 16.7, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00772,Vivotek,ND9541P,Critical,84.4,3,9.8,0.8300000000000001,Intermediate,20,False,"PR.PT-1, PR.AC-1, PR.DS-1, PR.DS-2, PR.AC-7","CSC 4.1, CSC 14.6, CSC 18.5, CSC 3.10, CSC 14.8",https://www.vivotek.com/support/
CCTV-00773,Dahua,NVR4104HS,Critical,79.4,1,9.8,0.08,Basic,0,False,"PR.AC-7, PR.AC-1","CSC 4.1, CSC 5.2",https://www.dahuasecurity.com/support/cybersecurity
CCTV-00774,Dahua,DHI-XVR1B04,Critical,40.0,0,0.0,0.0,Basic,0,False,,,https://www.dahuasecurity.com/support/cybersecurity
