device_id,device_type,manufacturer,model,firmware_version,firmware_year,firmware_age_years,ip_address,default_credentials,authentication,encryption,rtsp_enabled,rtsp_auth_required,open_ports,open_ports_count,upnp_enabled,internet_facing,behind_firewall,cloud_service,ssl_certificate_valid,password_complexity,failed_login_attempts,vulnerability_count,vulnerabilities,max_cvss_score,avg_cvss_score,exploit_difficulty,total_exploit_steps,risk_score,risk_level,risk_numeric
CCTV-00568,IP Camera,Axis,P3719-PLE,V20.6.55,2020,6,116.251.6.245,0,strong,none,1,1,"80,443",2,0,0,1,0,1,medium,126,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,112.0,Critical,3
CCTV-00569,IP Camera,CP Plus,CP-VAC-D20L2,V17.4.87,2017,9,131.143.174.148,1,no-auth,none,1,0,"443,554,8080,9000",4,1,1,1,1,0,high,59,4,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.93,5.25,21,219.0,Critical,3
CCTV-00570,IP Camera,Hanwha,XRN-2011,V20.2.41,2020,6,30.251.236.155,0,basic,none,0,1,"80,443,554,4520",4,0,0,1,1,0,medium,37,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,117.0,Critical,3
CCTV-00571,IP Camera,Uniview,IPC6252SR-X5UG,V15.6.99,2015,11,164.102.96.246,1,no-auth,none,1,0,"80,443",2,1,0,1,1,1,none,143,6,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | Buffer Overflow | SQL Injection,9.8,8.93,6.5,39,240.0,Critical,3
CCTV-00572,IP Camera,Vivotek,ND9541P,V15.0.94,2015,11,170.195.80.153,0,no-auth,none,1,0,"80,554,8080",3,1,1,0,1,1,none,107,4,Outdated Firmware | Exposed RTSP Stream | No Encryption | Path Traversal,9.8,8.42,5.25,21,210.0,Critical,3
CCTV-00573,IP Camera,Axis,Q1615-E,V15.4.58,2015,11,92.202.91.84,1,no-auth,weak,1,0,"80,443",2,1,0,1,0,0,medium,80,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | SQL Injection,9.8,8.7,6.0,30,215.0,Critical,3
CCTV-00574,IP Camera,Vivotek,IB9389-EHT,V19.5.72,2019,7,96.41.211.88,0,strong,none,0,1,"80,443,554,8080",4,1,0,1,1,1,medium,23,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,123.0,Critical,3
CCTV-00575,IP Camera,Hanwha,QNO-8080R,V18.8.7,2018,8,20.112.119.244,0,no-auth,weak,1,0,"443,4520",2,1,1,1,0,0,none,142,3,Outdated Firmware | Exposed RTSP Stream | Weak Encryption,9.8,8.3,6.33,19,161.0,Critical,3
CCTV-00576,IP Camera,Dahua,IPC-HDW1431S,V18.5.49,2018,8,52.203.108.39,1,no-auth,strong,0,1,"80,443,554,8000,37777",5,1,0,1,1,1,medium,89,3,Default Credentials | Outdated Firmware | SQL Injection,9.8,9.47,6.0,18,171.0,Critical,3
CCTV-00577,IP Camera,Vivotek,IB9389-EHT,V23.9.36,2023,3,141.207.104.48,1,strong,strong,0,1,"80,443,554,8080",4,0,0,1,1,1,medium,114,1,Default Credentials,9.8,9.8,5.0,5,98.0,Critical,3
CCTV-00578,IP Camera,Hikvision,DS-2CD2043G,V17.1.95,2017,9,56.170.105.128,0,basic,none,0,1,"443,554,8000,8080",4,1,0,1,0,0,low,64,4,Outdated Firmware | No Encryption | Buffer Overflow | Path Traversal,9.8,8.55,7.5,30,164.0,Critical,3
CCTV-00579,IP Camera,Uniview,IPC2328SBR3-DPZ,V20.7.50,2020,6,87.227.195.187,0,strong,weak,1,1,"80,554,8000",3,0,0,1,0,0,high,70,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,102.0,Critical,3
CCTV-00580,IP Camera,Vivotek,CC8370-HV,V15.5.27,2015,11,131.89.7.29,0,no-auth,none,1,0,"80,554,8080",3,1,1,1,1,1,none,52,3,Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.63,5.33,16,180.0,Critical,3
CCTV-00581,IP Camera,Hikvision,DS-2CD1023G,V17.9.88,2017,9,178.32.143.182,1,basic,none,1,1,"80,443,8000",3,1,0,1,1,0,none,105,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,189.0,Critical,3
CCTV-00582,IP Camera,CP Plus,CP-USC-TA13L2,V16.4.3,2016,10,149.83.191.169,1,no-auth,weak,0,1,"80,8080",2,1,0,1,0,0,low,12,5,Default Credentials | Outdated Firmware | Weak Encryption | Buffer Overflow | SQL Injection,9.8,8.8,7.8,39,212.0,Critical,3
CCTV-00583,IP Camera,CP Plus,CP-DGC-D13L2,V18.5.94,2018,8,148.84.21.88,1,basic,none,1,1,"443,554,8080,9000",4,1,1,1,1,0,low,35,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,181.0,Critical,3
CCTV-00584,IP Camera,Vivotek,CC8370-HV,V19.8.80,2019,7,11.130.84.190,0,basic,none,1,1,"80,8080",2,0,0,1,0,0,none,133,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,120.0,Critical,3
CCTV-00585,NVR,Dahua,DHI-XVR1B04,V18.5.93,2018,8,37.253.73.235,0,basic,none,1,1,"80,443,554,8000,37777",5,1,0,1,0,1,medium,48,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,126.0,Critical,3
CCTV-00586,IP Camera,Hikvision,DS-2CD1623G,V16.6.38,2016,10,113.5.153.88,1,no-auth,strong,0,1,"80,443",2,1,0,1,1,0,low,17,2,Default Credentials | Outdated Firmware,9.8,9.8,6.0,12,167.0,Critical,3
CCTV-00587,IP Camera,Axis,Q1615-E,V16.6.79,2016,10,99.251.13.98,0,basic,none,1,1,"80,443,554",3,1,0,1,1,0,medium,137,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,137.0,Critical,3
CCTV-00588,IP Camera,Hikvision,DS-2CD2385G1,V20.1.60,2020,6,115.48.5.176,1,strong,strong,0,1,"443,8080",2,0,1,1,1,0,low,115,2,Default Credentials | Outdated Firmware,9.8,9.8,6.0,12,137.0,Critical,3
CCTV-00589,IP Camera,Dahua,SD22204UE-GN,V22.0.64,2022,4,29.101.246.125,1,basic,weak,0,1,"80,443,554,8000,37777",5,1,1,0,0,0,none,109,4,Default Credentials | Outdated Firmware | Weak Encryption | Path Traversal,9.8,8.48,6.5,26,184.0,Critical,3
CCTV-00590,IP Camera,Dahua,IPC-HFW1230S,V17.2.98,2017,9,15.188.54.108,1,basic,weak,0,1,"80,443,554,8000,37777",5,1,0,1,1,0,low,6,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,159.0,Critical,3
CCTV-00591,IP Camera,Axis,M3045-V,V16.8.89,2016,10,105.134.244.18,0,strong,weak,0,1,"80,443,554",3,0,1,1,0,1,low,50,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,119.0,Critical,3
CCTV-00592,IP Camera,Hanwha,PNM-9084RQZ,V19.1.71,2019,7,72.245.109.49,1,basic,weak,0,1,"80,443,4520",3,1,1,1,1,0,high,77,4,Default Credentials | Outdated Firmware | Weak Encryption | Path Traversal,9.8,8.48,6.5,26,178.0,Critical,3
CCTV-00593,IP Camera,Uniview,IPC672LR-AF60-B,V18.3.12,2018,8,102.115.134.105,1,no-auth,none,0,1,"554,8000",2,1,1,1,0,0,medium,18,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,216.0,Critical,3
CCTV-00594,IP Camera,Hikvision,DS-7616NI-Q2,V15.5.99,2015,11,29.221.15.107,1,basic,none,1,1,"80,443,554,8000,8080",5,1,0,1,0,0,low,40,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,180.0,Critical,3
CCTV-00595,IP Camera,Hikvision,DS-2CD2T85G1,V15.2.98,2015,11,156.70.240.87,1,basic,weak,1,1,"443,554,8000,8080",4,1,0,1,1,0,high,143,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,165.0,Critical,3
CCTV-00596,IP Camera,Hikvision,DS-2CD2385G1,V25.8.66,2025,1,163.217.96.197,0,strong,strong,0,1,"443,554,8000,8080",4,0,1,0,0,1,medium,132,0,None,0.0,0.0,0.0,0,28.0,Medium,1
CCTV-00597,IP Camera,Vivotek,CC8370-HV,V21.4.24,2021,5,137.191.125.101,0,basic,weak,1,1,"80,443,8080",3,0,0,1,1,0,high,46,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,99.0,Critical,3
CCTV-00598,IP Camera,Axis,P1455-LE,V24.7.68,2024,2,60.136.26.252,0,strong,strong,1,1,"80,443,554",3,1,0,1,0,1,medium,140,0,None,0.0,0.0,0.0,0,14.0,Low,0
CCTV-00599,IP Camera,Axis,P3265-LVE,V19.7.55,2019,7,155.30.5.29,0,basic,weak,1,1,"80,554",2,1,0,1,0,1,low,108,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,108.0,Critical,3
CCTV-00600,NVR,CP Plus,CP-PLUS-16CH-DVR,V20.4.55,2020,6,51.46.138.208,1,strong,weak,0,1,"80,443,8080,9000",4,0,0,1,1,0,medium,138,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,142.0,Critical,3
CCTV-00601,IP Camera,Axis,M2026-LE,V15.6.28,2015,11,123.76.196.218,1,no-auth,none,0,1,"80,443,554",3,1,0,1,1,0,low,114,5,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow | SQL Injection,9.8,9.0,7.2,36,230.0,Critical,3
CCTV-00602,IP Camera,Vivotek,IP8160-W,V15.4.26,2015,11,65.160.180.104,0,basic,none,1,1,"80,443,554",3,0,0,1,0,1,none,96,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,127.0,Critical,3
CCTV-00603,IP Camera,CP Plus,CP-EAC-T24PL2,V20.3.48,2020,6,124.217.45.112,1,basic,strong,0,1,"80,554,8080",3,0,0,1,1,1,low,125,2,Default Credentials | Outdated Firmware,9.8,9.8,6.0,12,122.0,Critical,3
CCTV-00604,IP Camera,CP Plus,CP-VCG-SD10L2,V16.5.33,2016,10,125.76.150.37,1,basic,none,1,1,"80,8080,9000",3,1,1,0,1,0,none,141,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,217.0,Critical,3
CCTV-00605,IP Camera,Hanwha,PNF-9010R,V16.2.29,2016,10,78.91.63.200,0,basic,strong,0,1,"80,443,554,4520",4,1,1,0,0,0,medium,50,2,Outdated Firmware | Buffer Overflow,9.8,9.45,9.5,19,147.0,Critical,3
CCTV-00606,IP Camera,Axis,F34,V20.2.19,2020,6,104.142.236.63,0,strong,weak,1,1,"80,443",2,1,1,1,0,1,low,33,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,115.0,Critical,3
CCTV-00607,IP Camera,Axis,P3245-LVE,V20.3.20,2020,6,175.181.207.193,0,basic,strong,1,1,"443,554",2,1,0,1,0,0,high,103,1,Outdated Firmware,9.8,9.8,7.0,7,95.0,Critical,3
CCTV-00608,IP Camera,CP Plus,CP-DGC-D13L2,V24.2.64,2024,2,47.230.71.167,0,strong,strong,1,1,"80,443,554,9000",4,0,0,1,1,1,low,4,0,None,0.0,0.0,0.0,0,6.0,Low,0
CCTV-00609,IP Camera,Hanwha,QND-7082R,V17.2.2,2017,9,177.221.39.154,0,no-auth,weak,1,0,"80,443,554,4520",4,1,1,0,0,1,low,25,4,Outdated Firmware | Exposed RTSP Stream | Weak Encryption | Buffer Overflow,9.8,8.5,7.75,31,189.0,Critical,3
CCTV-00610,IP Camera,CP Plus,CP-VCG-SD10L2,V21.8.61,2021,5,16.229.206.86,1,no-auth,none,1,0,"80,554,8080,9000",4,1,0,1,1,0,none,15,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection,9.8,8.9,5.4,27,212.0,Critical,3
CCTV-00611,IP Camera,Hanwha,XND-6085V,V17.5.36,2017,9,172.136.73.37,0,no-auth,none,0,1,"80,554,4520",3,1,0,1,0,0,high,39,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,154.0,Critical,3
CCTV-00612,IP Camera,Hanwha,XNV-8082R,V15.6.35,2015,11,26.83.19.68,0,strong,weak,0,1,"554,4520",2,1,0,1,0,0,low,145,3,Outdated Firmware | Weak Encryption | Path Traversal,9.8,8.03,7.0,21,140.0,Critical,3
CCTV-00613,IP Camera,Uniview,IPC672LR-AF60-B,V21.3.59,2021,5,93.79.142.207,0,strong,weak,1,1,"80,443,554,8000",4,0,0,1,1,0,medium,84,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,99.0,Critical,3
CCTV-00614,IP Camera,Vivotek,IB8382-T,V16.0.55,2016,10,148.185.211.191,0,basic,none,1,1,"80,443,554,8080",4,1,0,1,1,1,low,63,4,Outdated Firmware | No Encryption | Buffer Overflow | Path Traversal,9.8,8.55,7.5,30,162.0,Critical,3
CCTV-00615,IP Camera,Axis,M3067-P,V18.4.10,2018,8,111.109.207.111,1,no-auth,none,0,1,"80,443,554",3,0,1,0,1,0,low,30,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,208.0,Critical,3
CCTV-00616,IP Camera,Hanwha,XNV-8082R,V16.9.21,2016,10,48.26.1.121,1,no-auth,none,0,1,"80,4520",2,0,0,1,1,0,high,23,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,189.0,Critical,3
CCTV-00617,IP Camera,Dahua,IPC-HFW1230S,V15.5.86,2015,11,135.55.136.152,1,no-auth,weak,1,0,"554,37777",2,1,0,1,1,0,medium,0,6,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | Buffer Overflow | SQL Injection,9.8,8.77,7.0,42,230.0,Critical,3
CCTV-00618,NVR,CP Plus,CP-PLUS-16CH-DVR,V21.1.78,2021,5,101.156.150.168,1,strong,weak,1,1,"8080,9000",2,0,0,1,1,0,medium,121,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,139.0,Critical,3
CCTV-00619,IP Camera,Uniview,IPC2328SBR3-DPZ,V17.3.39,2017,9,91.122.246.112,0,basic,weak,0,1,"80,443",2,1,0,1,1,1,medium,38,3,Outdated Firmware | Weak Encryption | Buffer Overflow,9.8,8.47,9.33,28,129.0,Critical,3
CCTV-00620,IP Camera,Axis,M2026-LE,V23.8.93,2023,3,128.203.165.116,0,basic,strong,1,1,"80,443",2,0,0,1,1,1,low,64,0,None,0.0,0.0,0.0,0,9.0,Low,0
CCTV-00621,NVR,Dahua,DHI-XVR1B04,V20.6.84,2020,6,61.92.213.10,1,no-auth,weak,0,1,"554,37777",2,1,1,0,0,0,medium,61,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,195.0,Critical,3
CCTV-00622,IP Camera,Hanwha,XNP-6320H,V19.5.78,2019,7,166.100.222.198,0,strong,weak,0,1,"80,443,554,4520",4,1,1,1,0,0,high,135,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,123.0,Critical,3
CCTV-00623,IP Camera,Uniview,IPC2124SR3-PF40,V17.9.70,2017,9,161.114.230.68,1,no-auth,weak,1,0,"443,8000",2,1,0,1,0,0,high,118,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | SQL Injection,9.8,8.7,6.0,30,209.0,Critical,3
CCTV-00624,IP Camera,CP Plus,CP-UNC-TA21L3,V21.9.32,2021,5,14.156.26.128,1,strong,strong,1,1,"80,443,554,8080,9000",5,0,0,1,0,1,high,139,2,Default Credentials | Outdated Firmware,9.8,9.8,6.0,12,119.0,Critical,3
CCTV-00625,IP Camera,Vivotek,IB8382-T,V18.8.36,2018,8,84.131.212.42,0,no-auth,none,1,0,"80,443,554,8080",4,1,0,1,1,0,none,5,4,Outdated Firmware | Exposed RTSP Stream | No Encryption | Path Traversal,9.8,8.42,5.25,21,181.0,Critical,3
CCTV-00626,IP Camera,Axis,M3116-LVE,V20.5.12,2020,6,39.231.172.32,0,strong,none,0,1,"80,554",2,0,1,0,0,1,high,69,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,137.0,Critical,3
CCTV-00627,IP Camera,Vivotek,IZ9361-EH,V18.1.61,2018,8,143.99.245.254,0,basic,strong,0,1,"80,443,8080",3,1,0,1,1,1,high,22,2,Outdated Firmware | Buffer Overflow,9.8,9.45,9.5,19,111.0,Critical,3
CCTV-00628,IP Camera,Hanwha,XRN-2011,V15.6.96,2015,11,127.198.164.165,0,no-auth,none,1,0,"443,554",2,1,1,0,0,0,medium,58,3,Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.63,5.33,16,200.0,Critical,3
CCTV-00629,IP Camera,CP Plus,CP-EAC-T24PL2,V23.0.57,2023,3,44.242.253.142,1,strong,strong,0,1,"80,443,554,8080",4,0,0,1,0,1,medium,133,2,Default Credentials | Command Injection,9.9,9.85,4.5,9,113.5,Critical,3
CCTV-00630,IP Camera,Vivotek,FE8182,V15.0.81,2015,11,145.186.38.128,1,basic,none,1,1,"80,443",2,1,0,1,0,0,low,39,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,180.0,Critical,3
CCTV-00631,IP Camera,CP Plus,CP-UVR-0401E1,V17.0.36,2017,9,89.40.152.233,1,no-auth,none,0,1,"80,554",2,1,0,1,1,1,medium,46,5,Default Credentials | Outdated Firmware | No Encryption | SQL Injection | Path Traversal,9.8,8.74,5.8,29,219.0,Critical,3
CCTV-00632,IP Camera,Vivotek,SD9364-EHL,V15.6.96,2015,11,77.81.126.21,0,basic,none,1,1,"80,554,8080",3,1,1,0,1,0,low,10,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,165.0,Critical,3
CCTV-00633,IP Camera,CP Plus,CP-VAC-D20L2,V16.9.89,2016,10,109.98.149.89,0,no-auth,strong,1,0,"443,8080,9000",3,1,0,1,0,1,low,48,3,Outdated Firmware | Exposed RTSP Stream | Buffer Overflow,9.8,9.17,7.33,22,152.0,Critical,3
CCTV-00634,IP Camera,Dahua,IPC-HDBW2831R,V25.6.74,2025,1,43.20.118.64,1,strong,weak,1,1,"80,443,554,8000,37777",5,0,0,1,0,1,none,148,2,Default Credentials | Weak Encryption,9.8,8.15,7.0,14,107.0,Critical,3
CCTV-00635,IP Camera,Uniview,IPC2124SR3-PF40,V20.6.17,2020,6,115.193.140.114,0,strong,strong,1,1,"80,8000",2,1,1,0,1,1,high,31,1,Outdated Firmware,9.8,9.8,7.0,7,115.0,Critical,3
CCTV-00636,NVR,Uniview,NVR304-32E-B,V22.2.26,2022,4,25.234.148.53,1,strong,weak,0,1,"443,554",2,0,0,1,1,1,none,40,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,131.0,Critical,3
CCTV-00637,IP Camera,Axis,M2026-LE,V22.2.36,2022,4,109.138.82.123,0,basic,strong,0,1,"443,554",2,0,0,1,0,1,medium,70,1,Outdated Firmware,9.8,9.8,7.0,7,76.0,High,2
CCTV-00638,IP Camera,Dahua,IPC-HFW5831E,V23.0.99,2023,3,15.32.54.62,1,strong,strong,0,1,"80,554,8000",3,0,0,1,1,1,medium,132,1,Default Credentials,9.8,9.8,5.0,5,98.0,Critical,3
CCTV-00639,IP Camera,CP Plus,CP-UVR-0401E1,V21.8.78,2021,5,88.217.128.179,0,no-auth,none,1,0,"80,9000",2,0,0,1,0,0,low,0,4,Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection,9.8,8.68,5.5,22,164.0,Critical,3
CCTV-00640,IP Camera,Hanwha,QND-7082R,V19.6.85,2019,7,36.70.118.106,0,no-auth,none,1,0,"80,443,4520",3,1,1,1,1,0,low,58,3,Outdated Firmware | Exposed RTSP Stream | No Encryption,9.8,8.63,5.33,16,173.0,Critical,3
CCTV-00641,IP Camera,Hanwha,XNP-6320H,V16.6.68,2016,10,125.107.47.88,0,strong,none,0,1,"80,443,554",3,1,0,1,1,1,none,104,3,Outdated Firmware | No Encryption | Buffer Overflow,9.8,8.8,8.33,25,147.0,Critical,3
CCTV-00642,IP Camera,Dahua,SD22204UE-GN,V15.4.76,2015,11,157.142.0.110,1,no-auth,none,1,0,"80,443,554,37777",4,0,0,1,0,0,none,84,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection,9.8,8.9,5.4,27,222.0,Critical,3
CCTV-00643,IP Camera,Uniview,IPC532E-DL-IN,V24.7.71,2024,2,25.230.115.159,0,strong,strong,1,1,"80,8000",2,1,0,1,1,1,medium,50,1,Path Traversal,7.8,7.8,5.0,5,68.0,High,2
CCTV-00644,IP Camera,Dahua,IPC-HFW1230S,V15.3.46,2015,11,37.222.117.180,1,no-auth,weak,0,1,"80,8000,37777",3,1,1,0,1,1,none,107,5,Default Credentials | Outdated Firmware | Weak Encryption | SQL Injection | Path Traversal,9.8,8.54,6.4,32,235.0,Critical,3
CCTV-00645,IP Camera,Hanwha,PNM-9084RQZ,V16.8.91,2016,10,15.100.207.76,0,no-auth,none,0,1,"80,443,554,4520",4,0,0,1,1,0,low,71,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,149.0,Critical,3
CCTV-00646,IP Camera,Axis,F34,V18.1.74,2018,8,22.37.123.138,1,no-auth,none,1,0,"443,554",2,1,0,1,0,0,medium,13,6,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection | Path Traversal,9.8,8.72,5.33,32,236.0,Critical,3
CCTV-00647,IP Camera,Vivotek,FD9389-EHTV,V17.8.11,2017,9,149.41.164.118,1,basic,strong,1,1,"80,554,8080",3,0,0,1,1,0,none,113,2,Default Credentials | Outdated Firmware,9.8,9.8,6.0,12,136.0,Critical,3
CCTV-00648,NVR,Dahua,NVR5208-8P,V26.5.3,2026,0,35.224.190.15,1,strong,strong,0,1,"80,443",2,0,0,1,0,0,medium,21,1,Default Credentials,9.8,9.8,5.0,5,94.0,Critical,3
CCTV-00649,IP Camera,Hanwha,XNP-6320H,V20.5.40,2020,6,29.77.89.212,0,strong,none,1,1,"80,554,4520",3,1,0,1,1,0,low,73,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,125.0,Critical,3
CCTV-00650,IP Camera,Hanwha,QND-7082R,V18.0.40,2018,8,70.211.76.205,0,strong,weak,1,1,"80,443,554,4520",4,1,0,1,0,1,medium,70,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,111.0,Critical,3
CCTV-00651,IP Camera,CP Plus,CP-DGC-D13L2,V16.5.47,2016,10,169.94.64.17,1,basic,none,0,1,"80,443,554,8080,9000",5,1,0,1,1,0,medium,117,4,Default Credentials | Outdated Firmware | No Encryption | Path Traversal,9.8,8.72,5.75,23,192.0,Critical,3
CCTV-00652,IP Camera,Hikvision,DS-2CD1623G,V21.1.50,2021,5,106.96.32.103,1,basic,none,0,1,"443,554",2,0,0,1,0,0,medium,63,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,154.0,Critical,3
CCTV-00653,IP Camera,CP Plus,CP-EAC-T24PL2,V15.1.18,2015,11,128.20.199.75,1,no-auth,weak,1,0,"80,443,554,8080",4,1,0,1,1,0,low,135,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | Buffer Overflow,9.8,8.76,7.2,36,215.0,Critical,3
CCTV-00654,IP Camera,Uniview,IPC2328SBR3-DPZ,V15.5.96,2015,11,157.11.115.188,1,no-auth,weak,0,1,"80,443,554,8000",4,1,0,1,0,0,low,120,4,Default Credentials | Outdated Firmware | Weak Encryption | SQL Injection,9.8,8.73,6.75,27,200.0,Critical,3
CCTV-00655,IP Camera,Hikvision,DS-7608NI-I2,V16.8.66,2016,10,75.161.62.102,1,no-auth,weak,0,1,"80,443,554,8000,8080",5,1,1,1,0,0,low,55,4,Default Credentials | Outdated Firmware | Weak Encryption | SQL Injection,9.8,8.73,6.75,27,207.0,Critical,3
CCTV-00656,NVR,Uniview,NVR304-32E-B,V21.1.11,2021,5,113.165.115.11,1,basic,weak,0,1,"80,8000",2,0,0,1,1,1,low,126,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,134.0,Critical,3
CCTV-00657,IP Camera,Axis,M3045-V,V20.1.96,2020,6,17.54.171.200,0,basic,weak,1,1,"80,443,554",3,0,1,0,0,0,medium,53,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,127.0,Critical,3
CCTV-00658,IP Camera,Axis,M2026-LE,V18.9.67,2018,8,98.68.29.20,0,basic,weak,1,1,"80,443,554",3,0,0,1,0,0,low,54,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,108.0,Critical,3
CCTV-00659,NVR,CP Plus,CP-PLUS-16CH-DVR,V15.1.67,2015,11,164.75.37.62,1,no-auth,strong,1,0,"443,8080,9000",3,0,0,1,0,0,medium,43,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Buffer Overflow | SQL Injection,9.8,9.22,6.6,33,207.0,Critical,3
CCTV-00660,IP Camera,Axis,P1455-LE,V17.6.9,2017,9,142.49.59.192,1,no-auth,none,0,1,"80,443,554",3,0,1,1,0,0,low,101,3,Default Credentials | Outdated Firmware | No Encryption,9.8,9.03,6.0,18,196.0,Critical,3
CCTV-00661,IP Camera,Dahua,IPC-HDBW2831R,V21.0.5,2021,5,35.89.111.66,0,no-auth,strong,0,1,"80,443,554,8000",4,0,0,1,0,1,low,18,1,Outdated Firmware,9.8,9.8,7.0,7,99.0,Critical,3
CCTV-00662,IP Camera,CP Plus,CP-VCG-SD10L2,V15.6.65,2015,11,70.244.69.105,1,basic,strong,1,1,"80,443,554,8080,9000",5,1,1,1,0,1,high,135,2,Default Credentials | Outdated Firmware,9.8,9.8,6.0,12,155.0,Critical,3
CCTV-00663,IP Camera,Hikvision,DS-2CD1023G,V16.5.78,2016,10,75.84.206.194,1,strong,none,1,1,"80,443",2,1,1,1,0,0,none,146,4,Default Credentials | Outdated Firmware | No Encryption | Buffer Overflow,9.8,9.05,7.5,30,202.0,Critical,3
CCTV-00664,IP Camera,Vivotek,ND9541P,V19.6.98,2019,7,138.158.99.245,0,no-auth,none,0,1,"80,443,554,8080",4,1,0,1,1,1,none,63,2,Outdated Firmware | No Encryption,9.8,8.65,6.5,13,143.0,Critical,3
CCTV-00665,NVR,Dahua,NVR4104HS,V15.3.37,2015,11,153.116.112.84,1,no-auth,weak,1,0,"80,8000",2,0,1,0,0,1,medium,7,6,Default Credentials | Outdated Firmware | Exposed RTSP Stream | Weak Encryption | Buffer Overflow | SQL Injection,9.8,8.77,7.0,42,242.0,Critical,3
CCTV-00666,IP Camera,Uniview,IPC532E-DL-IN,V19.8.17,2019,7,47.207.183.140,0,no-auth,strong,0,1,"80,554,8000",3,0,0,1,1,1,low,111,1,Outdated Firmware,9.8,9.8,7.0,7,105.0,Critical,3
CCTV-00667,IP Camera,Uniview,IPC672LR-AX4DUPK,V17.4.11,2017,9,96.61.128.216,0,basic,weak,1,1,"80,554",2,1,0,1,0,1,medium,37,2,Outdated Firmware | Weak Encryption,9.8,8.15,8.0,16,114.0,Critical,3
CCTV-00668,NVR,Dahua,NVR5208-8P,V17.2.30,2017,9,39.198.103.20,1,no-auth,none,1,0,"80,37777",2,1,0,1,1,1,medium,111,5,Default Credentials | Outdated Firmware | Exposed RTSP Stream | No Encryption | SQL Injection,9.8,8.9,5.4,27,219.0,Critical,3
CCTV-00669,IP Camera,Hikvision,DS-2CD1023G,V21.5.3,2021,5,159.226.210.161,1,strong,weak,1,1,"80,443,554,8080",4,0,0,1,1,0,none,133,3,Default Credentials | Outdated Firmware | Weak Encryption,9.8,8.7,7.0,21,139.0,Critical,3
